"data_as_of","start_week","end_week","state","sex","age_group","covid_19_deaths","total_deaths","pneumonia_deaths","pneumonia_and_covid_19_deaths","influenza_deaths","pneumonia_influenza_and_covid","footnote"
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Kentucky","Male","15-24 years","0","64",,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Kentucky","Male","25-34 years","0","117",,"0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Kentucky","Male","35-44 years",,"210","13",,,"15","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Kentucky","Male","45-54 years",,"403","27",,,"32","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Kentucky","Male","55-64 years",,"999","71",,,"86","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Kentucky","Male","65-74 years","22","1346","132","11","11","154",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Kentucky","Male","75-84 years","16","1362","164","12",,"176","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Kentucky","Male","85 years and over",,"1013","100",,,"111","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Kentucky","Male Total","Male, all ages","56","5543","511","31","43","579",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Kentucky","Female","Under 1 year","0","18","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Kentucky","Female","1-4 years","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Kentucky","Female","5-14 years","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Kentucky","Female","15-24 years","0","22","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Kentucky","Female","25-34 years","0","59",,"0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Kentucky","Female","35-44 years","0","108",,"0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Kentucky","Female","45-54 years",,"302","21",,,"27","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Kentucky","Female","55-64 years",,"670","52",,,"61","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Kentucky","Female","65-74 years","11","1034","86",,"11","102","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Kentucky","Female","75-84 years","20","1383","129","13",,"141","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Kentucky","Female","85 years and over","26","1709","159","14","11","182",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Kentucky","Female Total","Female, all ages","61","5311","458","36","43","526",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Kentucky","Unknown","All ages","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Kentucky Total","All sexes","All Ages","117","10855","969","67","86","1105",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Louisiana","Male","Under 1 year","0","34","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Louisiana","Male","1-4 years","0","10","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Louisiana","Male","5-14 years","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Louisiana","Male","15-24 years",,"72",,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Louisiana","Male","25-34 years",,"140",,,,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Louisiana","Male","35-44 years","15","209","16","10",,"22","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Louisiana","Male","45-54 years","30","379","13","11",,"36","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Louisiana","Male","55-64 years","80","970","73","32",,"124","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Louisiana","Male","65-74 years","126","1415","120","52",,"201","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Louisiana","Male","75-84 years","159","1431","134","69",,"229","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Louisiana","Male","85 years and over","105","1145","113","49",,"172","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Louisiana","Male Total","Male, all ages","520","5814","476","226","26","794",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Louisiana","Female","Under 1 year","0","28","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Louisiana","Female","1-4 years","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Louisiana","Female","5-14 years","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Louisiana","Female","15-24 years",,"30",,,,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Louisiana","Female","25-34 years",,"73",,,"0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Louisiana","Female","35-44 years","12","134","11",,,"19","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Louisiana","Female","45-54 years","16","272","15",,,"36","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Louisiana","Female","55-64 years","63","679","60","33",,"92","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Louisiana","Female","65-74 years","73","1067","82","30",,"132","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Louisiana","Female","75-84 years","123","1419","116","51",,"196","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Louisiana","Female","85 years and over","110","1871","136","49",,"205","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Louisiana","Female Total","Female, all ages","400","5587","426","174","37","688",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Louisiana","Unknown","All ages","0","0","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Louisiana Total","All sexes","All Ages","920","11401","902","400","63","1482",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maine","Male","Under 1 year","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maine","Male","1-4 years","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maine","Male","5-14 years","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maine","Male","15-24 years","0","19","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maine","Male","25-34 years","0","47","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maine","Male","35-44 years","0","65",,"0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maine","Male","45-54 years","0","113",,"0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maine","Male","55-64 years",,"290","12","0",,"19","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maine","Male","65-74 years",,"428","36",,,"43","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maine","Male","75-84 years",,"488","47",,,"56","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maine","Male","85 years and over",,"540","66",,,"74","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maine","Male Total","Male, all ages","22","2000","166",,"16","200","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maine","Female","Under 1 year","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maine","Female","1-4 years","0",,"0","0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maine","Female","5-14 years","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maine","Female","15-24 years","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maine","Female","25-34 years","0","23",,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maine","Female","35-44 years","0","28",,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maine","Female","45-54 years","0","66",,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maine","Female","55-64 years","0","141","12","0","0","12",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maine","Female","65-74 years",,"308","23","0",,"27","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maine","Female","75-84 years",,"477","41",,,"46","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maine","Female","85 years and over","10","764","66",,,"81","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maine","Female Total","Female, all ages","18","1824","152",,"14","177","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maine","Unknown","All ages","0","0","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maine Total","All sexes","All Ages","40","3824","318","11","30","377",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maryland","Male","Under 1 year","0","31","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maryland","Male","1-4 years","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maryland","Male","5-14 years","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maryland","Male","15-24 years","0","93",,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maryland","Male","25-34 years",,"224",,,,"12","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maryland","Male","35-44 years","13","287","14",,,"25","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maryland","Male","45-54 years","16","413","21",,,"34","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maryland","Male","55-64 years","54","1051","81","20","11","125",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maryland","Male","65-74 years","69","1455","122","26",,"172","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maryland","Male","75-84 years","116","1611","194","50","12","272",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maryland","Male","85 years and over","92","1668","183","36","15","251",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maryland","Male Total","Male, all ages","365","6843","625","145","53","893",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maryland","Female","Under 1 year","0","43","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maryland","Female","1-4 years","0",,,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maryland","Female","5-14 years","0",,,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maryland","Female","15-24 years",,"29",,,"0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maryland","Female","25-34 years",,"108",,,,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maryland","Female","35-44 years",,"155",,"0","0","10","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maryland","Female","45-54 years","13","281","20",,,"30","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maryland","Female","55-64 years","29","705","56","14","12","83",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maryland","Female","65-74 years","76","1155","112","30","14","171",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maryland","Female","75-84 years","94","1694","169","44","13","232",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maryland","Female","85 years and over","125","2755","259","45","14","351",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maryland","Female Total","Female, all ages","345","6937","631","141","57","889",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maryland","Unknown","All ages","0","0","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Maryland Total","All sexes","All Ages","710","13780","1256","286","110","1782",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Massachusetts","Male","Under 1 year","0","31","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Massachusetts","Male","1-4 years","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Massachusetts","Male","5-14 years","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Massachusetts","Male","15-24 years",,"66",,,"0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Massachusetts","Male","25-34 years",,"191",,,,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Massachusetts","Male","35-44 years",,"286","13",,,"21","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Massachusetts","Male","45-54 years","19","452","16",,,"36","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Massachusetts","Male","55-64 years","89","1136","107","36","14","174",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Massachusetts","Male","65-74 years","167","1732","215","61","17","338",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Massachusetts","Male","75-84 years","308","2291","328","108","25","553",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Massachusetts","Male","85 years and over","401","2589","403","177","17","644",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Massachusetts","Male Total","Male, all ages","993","8784","1086","387","81","1773",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Massachusetts","Female","Under 1 year","0","29","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Massachusetts","Female","1-4 years","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Massachusetts","Female","5-14 years","0",,,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Massachusetts","Female","15-24 years","0","35","0","0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Massachusetts","Female","25-34 years",,"81",,"0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Massachusetts","Female","35-44 years",,"128",,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Massachusetts","Female","45-54 years","16","268","15",,,"27","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Massachusetts","Female","55-64 years","42","653","55","18",,"84","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Massachusetts","Female","65-74 years","110","1258","131","42",,"208","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Massachusetts","Female","75-84 years","269","2180","281","105","19","464",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Massachusetts","Female","85 years and over","575","4375","511","177","29","936",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Massachusetts","Female Total","Female, all ages","1016","9018","1002","348","69","1734",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Massachusetts","Unknown","All ages","0","0","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Massachusetts Total","All sexes","All Ages","2009","17802","2088","735","150","3507",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Michigan","Male","Under 1 year","0","67",,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Michigan","Male","1-4 years","0",,"0","0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Michigan","Male","5-14 years","0","18","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Michigan","Male","15-24 years",,"127",,,"0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Michigan","Male","25-34 years","11","295","14",,,"21","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Michigan","Male","35-44 years","24","413","20",,,"41","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Michigan","Male","45-54 years","89","865","78","40","11","138",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Michigan","Male","55-64 years","143","2017","192","65","17","287",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Michigan","Male","65-74 years","253","3042","339","119","32","505",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Michigan","Male","75-84 years","280","3485","418","137","22","580",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Michigan","Male","85 years and over","228","3348","334","108","18","472",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Michigan","Male Total","Male, all ages","1030","13683","1400","484","107","2050",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Michigan","Female","Under 1 year","0","62","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Michigan","Female","1-4 years","0","10","0","0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Michigan","Female","5-14 years","0","13","0","0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Michigan","Female","15-24 years",,"55",,"0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
